BL #	TRiP #	CG #	FBgn	Vector	Hairpin Loc.
36903	GL01101	CG10901	FBgn0003015	VALIUM22	attP2
25844	JF01865	CG10901	FBgn0003015	VALIUM10	attP2
39009	HMS01926	CG5581	FBgn0003022	VALIUM20	attP40
34065	HMS00038	CG12743	FBgn0003023	VALIUM20	attP2
35413	GL00335	CG6824	FBgn0003028	VALIUM22	attP2
25998	JF02022	CG17673	FBgn0003034	VALIUM10	attP2
36841	GL01092	CG8114	FBgn0003041	VALIUM22	attP2
28343	JF02979	CG8114	FBgn0003041	VALIUM10	attP2
33622	HMS00016	CG32443	FBgn0003042	VALIUM20	attP2
33964	HMS00921	CG32443	FBgn0003042	VALIUM20	attP2
36070	GL00488	CG32443	FBgn0003042	VALIUM22	attP40
31110	JF01581	CG32443	FBgn0003042	VALIUM1	attP2
33945	HMS00896	CG5109	FBgn0003044	VALIUM20	attP2
33946	HMS00897	CG5109	FBgn0003044	VALIUM20	attP2
31189	JF01704	CG5109	FBgn0003044	VALIUM1	attP2
28552	HM05038	CG3443	FBgn0003048	VALIUM10	attP2
33901	HMS00843	CG12212	FBgn0003053	VALIUM20	attP2
33943	HMS00894	CG12212	FBgn0003053	VALIUM20	attP2
28735	JF03162	CG12212	FBgn0003053	VALIUM10	attP2
	HMJ02126	CG9888	FBgn0003062	VALIUM20	attP40
	HMS02045	CG2647	FBgn0003068	VALIUM20	attP2
	HMJ02223	CG2647	FBgn0003068	VALIUM20	attP40
31285	JF01226	CG2647	FBgn0003068	VALIUM1	attP2
31659	JF01452	CG2647	FBgn0003068	VALIUM1	attP2
36782	GL00298	CG4001	FBgn0003071	VALIUM22	attP2
34336	HMS01324	CG4001	FBgn0003071	VALIUM20	attP2
34345	HMS01333	CG5165	FBgn0003076	VALIUM20	attP2
	GL01125	CG2845	FBgn0003079	VALIUM22	attP40
31596	JF01185	CG2845	FBgn0003079	VALIUM1	attP2
31038	JF01483	CG2845	FBgn0003079	VALIUM1	attP2
27676	JF02755	CG11205	FBgn0003082	VALIUM10	attP2
34613	HMS01288	CG9614	FBgn0003089	VALIUM20	attP2
32413	HMS00408	CG11084	FBgn0003090	VALIUM20	attP2
34716	HMS01195	CG6622	FBgn0003091	VALIUM20	attP2
27491	JF02641	CG6622	FBgn0003091	VALIUM10	attP2
35275	GL00174	CG1954	FBgn0003093	VALIUM22	attP2
29311	JF02470	CG1954	FBgn0003093	VALIUM10	attP2
	GL01176	CG9183	FBgn0003114	VALIUM22	attP2
33744	HMS01082	CG3978	FBgn0003117	VALIUM20	attP2
33697	HMS00570	CG3978	FBgn0003117	VALIUM20	attP2
34659	HMS01136	CG3978	FBgn0003117	VALIUM20	attP2
28935	HM05146	CG3978	FBgn0003117	VALIUM10	attP2
35038	HMS01452	CG17077	FBgn0003118	VALIUM20	attP2
31936	JF02227	CG17077	FBgn0003118	VALIUM10	attP2
36702	HMS01591	CG12306	FBgn0003124	VALIUM20	attP2
35146	GL00014	CG12306	FBgn0003124	VALIUM22	attP2
33042	HMS00530	CG12306	FBgn0003124	VALIUM20	attP2
36093	GL00512	CG12306	FBgn0003124	VALIUM22	attP40
26757	JF02321	CG9610	FBgn0003129	VALIUM10	attP2
26238	JF02136	CG8246	FBgn0003130	VALIUM10	attP2
32465	HMS00465	CG9156	FBgn0003132	VALIUM20	attP2
	HMS02154	CG6593	FBgn0003134	VALIUM20	attP40
32426	HMS00421	CG9181	FBgn0003138	VALIUM20	attP2
36064	GL00398	CG12217	FBgn0003139	VALIUM22	attP2
33965	HMS00922	CG6716	FBgn0003145	VALIUM20	attP2
31549	JF01111	CG5939	FBgn0003149	VALIUM1	attP2
31550	JF01112	CG5939	FBgn0003149	VALIUM1	attP2
	GL01307	CG9755	FBgn0003165	VALIUM22	attP40
36676	HMS01564	CG9755	FBgn0003165	VALIUM20	attP2
38241	HMS01685	CG9755	FBgn0003165	VALIUM20	attP40
26725	JF02267	CG9755	FBgn0003165	VALIUM10	attP2
35195	GL00069	CG7904	FBgn0003169	VALIUM22	attP2
39025	HMS01944	CG7904	FBgn0003169	VALIUM20	attP40
35701	GLV21066	CG7904	FBgn0003169	VALIUM21	attP2
27514	JF02664	CG7904	FBgn0003169	VALIUM10	attP2
35218	GL00099	CG7070	FBgn0003178	VALIUM22	attP2
	GL01284	CG6433	FBgn0003187	VALIUM22	attP2
31653	JF01445	CG1799	FBgn0003204	VALIUM1	attP2
31654	JF01446	CG1799	FBgn0003204	VALIUM1	attP2
35414	GL00336	CG9375	FBgn0003205	VALIUM22	attP2
34619	HMS01294	CG9375	FBgn0003205	VALIUM20	attP2
29319	JF02478	CG9375	FBgn0003205	VALIUM10	attP2
29318	JF02477	CG1167	FBgn0003206	VALIUM10	attP2
31393	JF01382	CG12437	FBgn0003209	VALIUM1	attP2
32477	HMS00479	CG11427	FBgn0003210	VALIUM20	attP2
28668	JF03083	CG11427	FBgn0003210	VALIUM10	attP2
28796	JF03224	CG11111	FBgn0003218	VALIUM10	attP2
33978	HMS00938	CG10360	FBgn0003231	VALIUM20	attP2
36111	HMS00551	CG10360	FBgn0003231	VALIUM20	attP2
36885	GL01052	CG10888	FBgn0003249	VALIUM22	attP2
31267	JF01208	CG10888	FBgn0003249	VALIUM1	attP2
31112	JF01584	CG10888	FBgn0003249	VALIUM1	attP2
31958	JF02678	CG8930	FBgn0003255	VALIUM10	attP2
36058	GL00215	CG12559	FBgn0003256	VALIUM22	attP2
34855	HMS00173	CG12559	FBgn0003256	VALIUM20	attP2
31524	JF01080	CG12559	FBgn0003256	VALIUM1	attP2
31387	JF01366	CG12559	FBgn0003256	VALIUM1	attP2
34829	HMS00144	CG10279	FBgn0003261	VALIUM20	attP2
31395	JF01385	CG10279	FBgn0003261	VALIUM1	attP2
28671	JF03086	CG6348	FBgn0003267	VALIUM10	attP2
31066	JF01516	CG4918	FBgn0003274	VALIUM1	attP2
36830	GL01068	CG1554	FBgn0003277	VALIUM22	attP2
38537	HMS01761	CG1554	FBgn0003277	VALIUM20	attP40
28672	JF03087	CG4125	FBgn0003285	VALIUM10	attP2
	GL01129	CG1214	FBgn0003295	VALIUM22	attP2
34707	HMS01186	CG1849	FBgn0003300	VALIUM20	attP2
28673	JF03088	CG1849	FBgn0003300	VALIUM10	attP2
27035	JF02361	CG9533	FBgn0003301	VALIUM10	attP2
36791	GL00530	CG4336	FBgn0003302	VALIUM22	attP2
32467	HMS00467	CG4336	FBgn0003302	VALIUM20	attP2
38914	GL00686	CG4385	FBgn0003310	VALIUM22	attP2
33921	HMS00866	"CG4922,CG43355"	"FBgn0003313,FBgn02"	VALIUM20	attP2
33006	HMS00806	"CG4922,CG43355"	"FBgn0003313,FBgn02"	VALIUM20	attP2
	GL00106	CG1891	FBgn0003317	VALIUM22	attP2
	HMJ02118	CG1891	FBgn0003317	VALIUM20	attP40
36131	JF03431	CG1891	FBgn0003317	VALIUM10	attP2
	GL01193	CG4316	FBgn0003319	VALIUM22	attP40
34945	HMS00273	CG1664	FBgn0003321	VALIUM20	attP2
28924	HM05135	CG1664	FBgn0003321	VALIUM10	attP2
28675	JF03090	CG17579	FBgn0003326	VALIUM10	attP2
38959	HMS01873	CG8095	FBgn0003328	VALIUM20	attP40
27545	JF02696	CG8095	FBgn0003328	VALIUM10	attP2
35446	GL00371	CG5595	FBgn0003330	VALIUM22	attP2
31612	JF01396	CG5595	FBgn0003330	VALIUM1	attP2
35389	GL00308	CG9495	FBgn0003334	VALIUM22	attP2
31614	JF01398	CG9495	FBgn0003334	VALIUM1	attP2
28676	JF03091	CG1030	FBgn0003339	VALIUM10	attP2
35481	GL00410	CG8544	FBgn0003345	VALIUM22	attP2
29352	JF02514	CG8544	FBgn0003345	VALIUM10	attP2
29565	JF03244	CG9999	FBgn0003346	VALIUM10	attP2
31681	JF01474	CG3182	FBgn0003353	VALIUM1	attP2
31682	JF01475	CG3182	FBgn0003353	VALIUM1	attP2
36661	HMS01549	CG16944	FBgn0003360	VALIUM20	attP2
31077	JF01528	CG16944	FBgn0003360	VALIUM1	attP2
31230	JF01810	CG16944	FBgn0003360	VALIUM1	attP2
36778	JF02393	CG18085	FBgn0003366	VALIUM20	attP2
31274	JF01215	CG18085	FBgn0003366	VALIUM1	attP2
31652	JF01444	CG18085	FBgn0003366	VALIUM1	attP2
38293	HMS01751	CG2621	FBgn0003371	VALIUM20	attP40
35364	GL00277	CG2621	FBgn0003371	VALIUM22	attP2
31309	JF01256	CG2621	FBgn0003371	VALIUM1	attP2
31308	JF01255	CG2621	FBgn0003371	VALIUM1	attP2
	HMC02393	CG3047	FBgn0003372	VALIUM20	attP2
31680	JF01473	CG12348	FBgn0003380	VALIUM1	attP2
28346	JF02982	CG2822	FBgn0003386	VALIUM10	attP2
38207	GL00646	CG3722	FBgn0003391	VALIUM22	attP40
32428	HMS00423	CG3722	FBgn0003391	VALIUM20	attP2
32904	HMS00693	CG3722	FBgn0003391	VALIUM20	attP2
27689	JF02769	CG3722	FBgn0003391	VALIUM10	attP2
36921	HMS00154	CG18102	FBgn0003392	VALIUM20	attP2
28513	JF03133	CG18102	FBgn0003392	VALIUM10	attP2
34689	HMS01167	CG7734	FBgn0003396	VALIUM20	attP2
35454	GL00379	CG4735	FBgn0003401	VALIUM22	attP2
	HMS02008	CG9949	FBgn0003410	VALIUM20	attP40
29330	JF02492	CG1641	FBgn0003411	VALIUM10	attP2
34630	HMS01305	CG9936	FBgn0003415	VALIUM20	attP2
35604	GL00444	CG4200	FBgn0003416	VALIUM22	attP40
32385	HMS00377	CG4200	FBgn0003416	VALIUM20	attP2
32906	HMS00695	CG4200	FBgn0003416	VALIUM20	attP2
31467	JF01228	CG8355	FBgn0003425	VALIUM1	attP2
31468	JF01229	CG8355	FBgn0003425	VALIUM1	attP2
31300	JF01246	CG10693	FBgn0003429	VALIUM1	attP2
31677	JF01470	CG10693	FBgn0003429	VALIUM1	attP2
26247	JF02146	CG10693	FBgn0003429	VALIUM10	attP2
34633	HMS01107	CG16738	FBgn0003430	VALIUM20	attP2
29354	JF02517	CG16738	FBgn0003430	VALIUM10	attP2
27037	JF02363	CG11561	FBgn0003444	VALIUM10	attP2
34906	HMS01252	CG3956	FBgn0003448	VALIUM20	attP2
28679	JF03094	CG3956	FBgn0003448	VALIUM10	attP2
34593	HMS01067	CG4528	FBgn0003449	VALIUM20	attP2
	HMS02289	CG7996	FBgn0003450	VALIUM20	attP2
35415	GL00337	CG3836	FBgn0003459	VALIUM22	attP2
35028	HMS01441	CG11121	FBgn0003460	VALIUM20	attP2
31912	JF02201	CG11121	FBgn0003460	VALIUM10	attP2
36804	GL01016	CG11793	FBgn0003462	VALIUM22	attP40
32909	HMS00698	CG11793	FBgn0003462	VALIUM20	attP2
34616	HMS01291	CG11793	FBgn0003462	VALIUM20	attP2
29389	JF03321	CG11793	FBgn0003462	VALIUM10	attP2
29463	JF03400	CG1391	FBgn0003464	VALIUM10	attP2
30516	JF03233	CG10076	FBgn0003475	VALIUM10	attP2
38898	GL00669	CG7948	FBgn0003479	VALIUM22	attP2
31199	JF01716	CG7948	FBgn0003479	VALIUM1	attP2
35303	GL00206	CG3158	FBgn0003483	VALIUM22	attP2
34808	HMS00117	CG3158	FBgn0003483	VALIUM20	attP2
31620	JF01405	CG3158	FBgn0003483	VALIUM1	attP2
34699	HMS01178	CG6134	FBgn0003495	VALIUM20	attP2
28538	HM05024	CG6134	FBgn0003495	VALIUM10	attP2
27701	JF02781	CG7847	FBgn0003499	VALIUM10	attP2
	GL01138	CG8049	FBgn0003502	VALIUM22	attP2
35159	GL00027	CG8049	FBgn0003502	VALIUM22	attP2
25791	JF01797	CG8049	FBgn0003502	VALIUM10	attP2
35813	HMS01208	CG3992	FBgn0003507	VALIUM20	attP2
34080	HMS01083	CG3992	FBgn0003507	VALIUM20	attP2
34623	HMS01298	CG3992	FBgn0003507	VALIUM20	attP2
28606	HM05094	CG3992	FBgn0003507	VALIUM10	attP2
36644	GL00604	CG17957	FBgn0003510	VALIUM22	attP2
33415	HMS00296	CG6993	FBgn0003513	VALIUM20	attP2
26208	JF02106	CG6993	FBgn0003513	VALIUM10	attP2
33892	HMS00830	CG3595	FBgn0003514	VALIUM20	attP2
38222	GL00663	CG3595	FBgn0003514	VALIUM22	attP40
32439	HMS00437	CG3595	FBgn0003514	VALIUM20	attP2
31542	JF01103	CG3595	FBgn0003514	VALIUM1	attP2
35690	GLV21055	CG5753	FBgn0003520	VALIUM21	attP2
31247	JF01764	CG5753	FBgn0003520	VALIUM1	attP2
36094	GL00513	CG1395	FBgn0003525	VALIUM22	attP40
34831	HMS00146	CG1395	FBgn0003525	VALIUM20	attP2
29556	JF03235	CG1395	FBgn0003525	VALIUM10	attP2
	GL01230	CG8592	FBgn0003527	VALIUM22	attP2
36623	GL00583	CG12298	FBgn0003545	VALIUM22	attP2
28570	HM05056	CG12298	FBgn0003545	VALIUM10	attP2
36836	GL01077	CG4244	FBgn0003557	VALIUM22	attP2
34006	HMS00970	CG8573	FBgn0003567	VALIUM20	attP2
33906	HMS00848	CG8573	FBgn0003567	VALIUM20	attP2
31600	JF01189	CG8573	FBgn0003567	VALIUM1	attP2
33982	HMS00942	CG6222	FBgn0003575	VALIUM20	attP2
35368	GL00281	CG8599	FBgn0003598	VALIUM22	attP2
36792	GL00531	CG8409	FBgn0003607	VALIUM22	attP40
33400	HMS00278	CG8409	FBgn0003607	VALIUM20	attP2
32915	HMS00705	CG8068	FBgn0003612	VALIUM20	attP2
32956	HMS00750	CG8068	FBgn0003612	VALIUM20	attP2
29448	JF03384	CG8068	FBgn0003612	VALIUM10	attP2
31623	JF01408	CG8068	FBgn0003612	VALIUM1	attP2
28689	JF03105	CG11502	FBgn0003651	VALIUM10	attP2
30505	HM05249	CG18000	FBgn0003654	VALIUM10	attP2
30484	HM05222	CG3429	FBgn0003655	VALIUM10	attP2
31993	JF03428	CG2212	FBgn0003656	VALIUM10	attP2
38195	GL00634	"CG18350,CG14425"	"FBgn0003659,FBgn00"	VALIUM22	attP40
34393	HMS00609	"CG18350,CG14425"	"FBgn0003659,FBgn00"	VALIUM20	attP2
39067	HMS01987	CG12210	FBgn0003660	VALIUM20	attP40
38234	HMS01678	CG12210	FBgn0003660	VALIUM20	attP2
32854	HMS00639	CG5374	FBgn0003676	VALIUM20	attP2
35681	GLV21046	CG4216	FBgn0003683	VALIUM21	attP2
	GL00726	CG9874	FBgn0003687	VALIUM22	attP2
26249	JF02148	CG1232	FBgn0003710	VALIUM10	attP2
38251	HMS01695	CG7925	FBgn0003714	VALIUM20	attP40
34651	HMS01126	CG16778	FBgn0003715	VALIUM20	attP2
31915	JF02205	CG16778	FBgn0003715	VALIUM10	attP2
35166	GL00035	CG14026	FBgn0003716	VALIUM22	attP2
	HMS02185	CG14026	FBgn0003716	VALIUM20	attP40
35653	GLV21018	CG14026	FBgn0003716	VALIUM21	attP2
31040	JF01485	CG14026	FBgn0003716	VALIUM1	attP2
31041	JF01486	CG14026	FBgn0003716	VALIUM1	attP2
34329	HMS01316	CG1378	FBgn0003720	VALIUM20	attP2
27242	JF02545	CG1378	FBgn0003720	VALIUM10	attP2
38232	HMS01676	CG4898	FBgn0003721	VALIUM20	attP40
36770	JF02283	CG10079	FBgn0003731	VALIUM20	attP2
36773	JF02384	CG10079	FBgn0003731	VALIUM20	attP2
31183	JF01696	CG10079	FBgn0003731	VALIUM1	attP2
31525	JF01083	CG10079	FBgn0003731	VALIUM1	attP2
31526	JF01084	CG10079	FBgn0003731	VALIUM1	attP2
25781	JF01368	CG10079	FBgn0003731	VALIUM10	attP2
35416	GL00338	CG10223	FBgn0003732	VALIUM22	attP2
31342	JF01300	CG10223	FBgn0003732	VALIUM1	attP2
35316	GL00222	CG1389	FBgn0003733	VALIUM22	attP2
35639	GLV21002	CG1389	FBgn0003733	VALIUM21	attP2
33627	HMS00021	CG1389	FBgn0003733	VALIUM20	attP2
28512	JF03132	CG16724	FBgn0003741	VALIUM10	attP2
28018	JF02852	CG10128	FBgn0003742	VALIUM10	attP2
35160	GL00028	CG8637	FBgn0003744	VALIUM22	attP2
	GL01127	CG8637	FBgn0003744	VALIUM22	attP2
28326	JF02961	CG8637	FBgn0003744	VALIUM10	attP2
31282	JF01223	CG15779	FBgn0003747	VALIUM1	attP2
31283	JF01224	CG15779	FBgn0003747	VALIUM1	attP2
31649	JF01441	CG7875	FBgn0003861	VALIUM1	attP2
31650	JF01442	CG7875	FBgn0003861	VALIUM1	attP2
33703	HMS00580	CG8651	FBgn0003862	VALIUM20	attP2
31092	JF01557	CG8651	FBgn0003862	VALIUM1	attP2
35030	HMS01443	CG1374	FBgn0003866	VALIUM20	attP2
28022	JF02856	CG1374	FBgn0003866	VALIUM10	attP2
36748	HMS03008	CG1856	FBgn0003870	VALIUM20	attP2
26315	JF02088	CG1856	FBgn0003870	VALIUM10	attP2
36838	GL01081	CG10520	FBgn0003882	VALIUM22	attP2
31389	JF01373	CG1913	FBgn0003884	VALIUM1	attP2
31703	HM04009	CG9476	FBgn0003886	VALIUM1	attP2
35815	GL00380	CG9277	FBgn0003887	VALIUM22	attP2
	GL01172	CG9450	FBgn0003891	VALIUM22	attP2
28795	JF03223	CG2411	FBgn0003892	VALIUM10	attP2
34330	HMS01317	CG2956	FBgn0003900	VALIUM20	attP2
25981	JF02003	CG2956	FBgn0003900	VALIUM10	attP2
35417	GL00339	CG2960	FBgn0003941	VALIUM22	attP2
35418	GL00340	CG5271	FBgn0003942	VALIUM22	attP2
33405	HMS00284	CG11624	FBgn0003943	VALIUM20	attP2
34993	HMS01403	CG10388	FBgn0003944	VALIUM20	attP2
31913	JF02202	CG10388	FBgn0003944	VALIUM10	attP2
31969	JF03403	CG1501	FBgn0003950	VALIUM10	attP2
32950	HMS00744	CG2762	FBgn0003963	VALIUM20	attP2
29516	HM05193	CG2762	FBgn0003963	VALIUM10	attP2
36729	HMS01620	CG4380	FBgn0003964	VALIUM20	attP2
27258	JF02546	CG4380	FBgn0003964	VALIUM10	attP2
29394	JF03327	CG9209	FBgn0003969	VALIUM10	attP2
31970	JF03404	CG3830	FBgn0003975	VALIUM10	attP2
36877	GL01036	CG10728	FBgn0003978	VALIUM22	attP2
33762	JF02387	CG2759	FBgn0003996	VALIUM20	attP2
33613	HMS00004	CG2759	FBgn0003996	VALIUM20	attP2
33644	HMS00045	CG2759	FBgn0003996	VALIUM20	attP2
35573	GL00094	CG2759	FBgn0003996	VALIUM22	attP2
35641	GLV21005	CG2759	FBgn0003996	VALIUM21	attP2
33623	HMS00017	CG2759	FBgn0003996	VALIUM20	attP2
31231	JF01574	CG2759	FBgn0003996	VALIUM1	attP2
31088	JF01540	CG2759	FBgn0003996	VALIUM1	attP2
28980	JF01545	CG2759	FBgn0003996	VALIUM10	attP2
25785	JF01786	CG2759	FBgn0003996	VALIUM10	attP2
	JF02259	CG2759	FBgn0003996	VALIUM1	attP2
33902	HMS00844	CG4889	FBgn0004009	VALIUM20	attP2
32994	HMS00794	CG4889	FBgn0004009	VALIUM20	attP2
31310	JF01257	CG4889	FBgn0004009	VALIUM1	attP2
31249	JF01480	CG4889	FBgn0004009	VALIUM1	attP2
31893	JF02172	CG7178	FBgn0004028	VALIUM10	attP2
36118	HMS01532	CG9764	FBgn0004049	VALIUM20	attP2
31127	JF01600	CG9764	FBgn0004049	VALIUM1	attP2
31771	JF03429	CG9764	FBgn0004049	VALIUM10	attP2
35208	GL00084	CG7803	FBgn0004050	VALIUM22	attP2
31615	JF01399	CG7803	FBgn0004050	VALIUM1	attP2
29446	JF03382	CG7803	FBgn0004050	VALIUM10	attP2
32953	HMS00747	CG17962	FBgn0004052	VALIUM20	attP2
34635	HMS01109	CG1046	FBgn0004053	VALIUM20	attP2
26229	JF02127	CG1046	FBgn0004053	VALIUM10	attP2
34649	HMS01124	CG1048	FBgn0004054	VALIUM20	attP2
29558	JF03237	CG3533	FBgn0004055	VALIUM10	attP2
36063	GL00341	CG3422	FBgn0004066	VALIUM22	attP2
35015	HMS01428	CG14887	FBgn0004087	VALIUM20	attP2
26755	JF02319	CG3411	FBgn0004101	VALIUM10	attP2
34327	HMS01314	CG12154	FBgn0004102	VALIUM20	attP2
29342	JF02504	CG12154	FBgn0004102	VALIUM10	attP2
32414	HMS00409	CG5650	FBgn0004103	VALIUM20	attP2
36117	HMS01531	CG5363	FBgn0004106	VALIUM20	attP40
	HMS02212	CG5363	FBgn0004106	VALIUM20	attP2
35350	GL00262	CG5363	FBgn0004106	VALIUM22	attP2
28368	JF03004	CG5363	FBgn0004106	VALIUM10	attP2
	GL01330	CG10498	FBgn0004107	VALIUM22	attP2
34856	HMS00174	CG10498	FBgn0004107	VALIUM20	attP2
36651	GL00611	CG10498	FBgn0004107	VALIUM22	attP40
36128	HMS01543	CG10498	FBgn0004107	VALIUM20	attP40
35267	GL00162	CG10498	FBgn0004107	VALIUM22	attP2
28952	HM05163	CG10498	FBgn0004107	VALIUM10	attP2
28742	JF03170	CG9704	FBgn0004108	VALIUM10	attP2
28539	HM05025	CG7895	FBgn0004110	VALIUM10	attP2
	HMS02260	CG4843	FBgn0004117	VALIUM20	attP2
31535	JF01095	CG4843	FBgn0004117	VALIUM1	attP2
28038	JF02873	CG6798	FBgn0004118	VALIUM10	attP2
28029	JF02863	CG30498	FBgn0004132	VALIUM10	attP2
	HMS02297	CG14426	FBgn0004143	VALIUM20	attP2
33933	HMS00882	CG12008	FBgn0004167	VALIUM20	attP2
33885	HMS00823	CG16720	FBgn0004168	VALIUM20	attP2
25834	JF01852	CG16720	FBgn0004168	VALIUM10	attP2
32949	HMS00743	CG7107	FBgn0004169	VALIUM20	attP2
31541	JF01102	CG7107	FBgn0004169	VALIUM1	attP2
	GL01130	CG3827	FBgn0004170	VALIUM22	attP2
26206	JF02104	CG3827	FBgn0004170	VALIUM10	attP2
38337	HMS01804	CG7109	FBgn0004177	VALIUM20	attP2
27723	JF02805	CG7109	FBgn0004177	VALIUM10	attP2
33645	HMS00046	CG6395	FBgn0004179	VALIUM20	attP2
31290	JF01235	CG6395	FBgn0004179	VALIUM1	attP2
31669	JF01462	CG6395	FBgn0004179	VALIUM1	attP2
34700	HMS01179	CG6127	FBgn0004197	VALIUM20	attP2
28713	JF03140	CG6127	FBgn0004197	VALIUM10	attP2
33967	HMS00924	CG11387	FBgn0004198	VALIUM20	attP2
29625	JF03304	CG11387	FBgn0004198	VALIUM10	attP2
31472	JF01250	CG12749	FBgn0004237	VALIUM1	attP2
31244	JF01757	CG12749	FBgn0004237	VALIUM1	attP2
